Geo Targeted Areas,Student Type,Initial Referral Source,Stealth,Month of Created Date,Created Date (group),Month of Initial Source Date,Initial Source Date (group),Primary State/Province,"Primary City, Primary County, Primary State/Province (group)",City,Purchased Lead Names,Created Date,Lead,Inquiry,Applied,Admitted,Confirmed,Enrolled,County,CountySt,CitySt,EventCity
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,NH,"Coos County, NH",Colebrook,Not Lead Purchase,11/1/2018,3,3,0,0,0,0,Coos ,"Coos , NH","Colebrook, NH",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,NH,"Grafton County, NH",Thornton,Not Lead Purchase,11/13/2018,1,1,0,0,0,0,Grafton ,"Grafton , NH","Thornton, NH",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,New Jersey,Other,South Plainfield,Not Lead Purchase,11/13/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"South Plainfield, New Jersey",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,New Jersey,Other,Trenton,Not Lead Purchase,11/1/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Trenton, New Jersey",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,New Jersey,Other,Voorhees,Not Lead Purchase,11/28/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Voorhees, New Jersey",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,New York,Other,Alplaus,Not Lead Purchase,11/1/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Alplaus, New York",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,New York,Other,Au Sable Forks,Not Lead Purchase,11/20/2018,2,2,2,0,0,0,#VALUE!,#VALUE!,"Au Sable Forks, New York",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,New York,Other,Bronx,Not Lead Purchase,11/1/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Bronx, New York",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,New York,Other,Bronx,Not Lead Purchase,11/13/2018,2,2,0,0,0,0,#VALUE!,#VALUE!,"Bronx, New York",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,New York,Other,Brooklyn,Not Lead Purchase,11/1/2018,2,2,0,0,0,0,#VALUE!,#VALUE!,"Brooklyn, New York",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,New York,Other,Brooklyn,Not Lead Purchase,11/20/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Brooklyn, New York",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,New York,Other,Lake Placid,Not Lead Purchase,11/1/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Lake Placid, New York",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,New York,Other,Lowville,Not Lead Purchase,11/6/2018,2,2,2,0,0,0,#VALUE!,#VALUE!,"Lowville, New York",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,New York,Other,New York,Not Lead Purchase,11/13/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"New York, New York",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,New York,Other,Winthrop,Not Lead Purchase,11/13/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Winthrop, New York",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,North Carolina,Other,Charlotte,Not Lead Purchase,11/13/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Charlotte, North Carolina",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,North Carolina,Other,Weldon,Not Lead Purchase,11/1/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Weldon, North Carolina",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,Oklahoma,Other,Bray,Not Lead Purchase,11/1/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Bray, Oklahoma",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,Oregon,Other,Portland,Not Lead Purchase,11/13/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Portland, Oregon",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,Oregon,Other,Vale,Not Lead Purchase,11/6/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Vale, Oregon",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,Pennsylvania,Other,Downingtown,Not Lead Purchase,11/6/2018,2,2,2,0,0,0,#VALUE!,#VALUE!,"Downingtown, Pennsylvania",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,RI,"Newport County, RI",Middletown,Not Lead Purchase,11/13/2018,1,1,0,0,0,0,Newport ,"Newport , RI","Middletown, RI",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,South Carolina,Other,Florence,Not Lead Purchase,11/28/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Florence, South Carolina",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,South Carolina,Other,Greenville,Not Lead Purchase,11/20/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Greenville, South Carolina",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,Texas,Other,Buda,Not Lead Purchase,11/13/2018,2,2,2,0,0,0,#VALUE!,#VALUE!,"Buda, Texas",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,Texas,Other,El Paso,Not Lead Purchase,11/7/2018,2,2,0,0,0,0,#VALUE!,#VALUE!,"El Paso, Texas",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,Texas,Other,Laredo,Not Lead Purchase,11/1/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Laredo, Texas",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,Texas,Other,Odessa,Not Lead Purchase,11/1/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Odessa, Texas",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,Utah,Other,Sandy,Not Lead Purchase,11/1/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Sandy, Utah",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,VT,"Washington County, VT",Worcester,Not Lead Purchase,11/20/2018,1,1,0,0,0,0,Washington ,"Washington , VT","Worcester, VT",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,Virginia,Other,Reston,Not Lead Purchase,11/1/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Reston, Virginia",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,Washington,Other,Friday Harbor,Not Lead Purchase,11/1/2018,2,2,2,0,0,0,#VALUE!,#VALUE!,"Friday Harbor, Washington",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,Washington,Other,Seattle,Not Lead Purchase,11/13/2018,2,2,2,0,0,0,#VALUE!,#VALUE!,"Seattle, Washington",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,Washington,Other,Seattle,Not Lead Purchase,11/20/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Seattle, Washington",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,Wisconsin,Other,Brookfield,Not Lead Purchase,11/6/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Brookfield, Wisconsin",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,Wisconsin,Other,Eau Claire,Not Lead Purchase,11/1/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Eau Claire, Wisconsin",NoEvent
Other,First-Year Student,CANT,Not Stealth,Nov-18,8/15/2018-present,Nov-18,8/15/2018-present,Wisconsin,Other,Superior,Not Lead Purchase,11/13/2018,1,1,0,0,0,0,#VALUE!,#VALUE!,"Superior, Wisconsin",NoEvent
Other,First-Year Student,CARN,Not Stealth,Oct-15,Before 8/15/2016,Sep-17,8/15/2017-8/14/2018,Maine,Other,Mars Hill,Not Lead Purchase,10/5/2015,2,2,0,0,0,0,#VALUE!,#VALUE!,"Mars Hill, Maine",NoEvent
Other,First-Year Student,CARN,Not Stealth,Dec-16,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,Maine,Other,Caribou,Lead Names,12/12/2016,2,2,0,0,0,0,#VALUE!,#VALUE!,"Caribou, Maine",NoEvent
Other,First-Year Student,CARN,Not Stealth,Dec-16,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,Maine,Other,Dixmont,Lead Names,12/12/2016,1,1,0,0,0,0,#VALUE!,#VALUE!,"Dixmont, Maine",NoEvent
Other,First-Year Student,CARN,Not Stealth,Dec-16,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,Maine,Other,Lewiston,Lead Names,12/12/2016,1,1,0,0,0,0,#VALUE!,#VALUE!,"Lewiston, Maine",NoEvent
Other,First-Year Student,CARN,Not Stealth,Dec-16,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,Maine,Other,Madawaska,Lead Names,12/12/2016,1,1,0,0,0,0,#VALUE!,#VALUE!,"Madawaska, Maine",NoEvent
Other,First-Year Student,CARN,Not Stealth,Feb-17,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,Maine,Other,Westbrook,Lead Names,2/14/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Westbrook, Maine",NoEvent
Other,First-Year Student,CARN,Not Stealth,Feb-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,Maine,Other,Whitefield,Lead Names,2/14/2017,7,7,7,7,7,7,#VALUE!,#VALUE!,"Whitefield, Maine",NoEvent
Other,First-Year Student,CARN,Not Stealth,Feb-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,Maine,Other,Winthrop,Lead Names,2/14/2017,6,6,6,6,0,0,#VALUE!,#VALUE!,"Winthrop, Maine",NoEvent
Other,First-Year Student,CARN,Not Stealth,Feb-17,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,Maine,Other,Belfast,Lead Names,2/14/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Belfast, Maine",NoEvent
Other,First-Year Student,CARN,Not Stealth,Feb-17,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,Maine,Other,Gray,Lead Names,2/14/2017,2,2,2,2,0,0,#VALUE!,#VALUE!,"Gray, Maine",NoEvent
Other,First-Year Student,CARN,Not Stealth,Feb-17,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,Maine,Other,Sebago,Lead Names,2/14/2017,6,6,6,6,0,0,#VALUE!,#VALUE!,"Sebago, Maine",NoEvent
Other,First-Year Student,CARN,Not Stealth,Feb-17,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,Maine,Other,Stetson,Lead Names,2/14/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Stetson, Maine",NoEvent
Other,First-Year Student,CARN,Not Stealth,Apr-17,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,New York,Other,Carmel,Not Lead Purchase,4/18/2017,2,2,0,0,0,0,#VALUE!,#VALUE!,"Carmel, New York",NoEvent
Other,First-Year Student,CARN,Not Stealth,Jun-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,Maine,Other,Buckfield,Lead Names,6/6/2017,2,2,0,0,0,0,#VALUE!,#VALUE!,"Buckfield, Maine",NoEvent
Other,First-Year Student,CARN,Not Stealth,Jun-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,Maine,Other,Gray,Lead Names,6/6/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Gray, Maine",NoEvent
Other,First-Year Student,CARN,Not Stealth,Jun-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,Nevada,Other,Las Vegas,Not Lead Purchase,6/26/2017,2,2,0,0,0,0,#VALUE!,#VALUE!,"Las Vegas, Nevada",NoEvent
Other,First-Year Student,CARN,Not Stealth,Jun-17,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,Maine,Other,New Gloucester,Lead Names,6/6/2017,2,2,0,0,0,0,#VALUE!,#VALUE!,"New Gloucester, Maine",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,,Other,Reno,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Reno, ",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Alabama,Other,Birmingham,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Birmingham, Alabama",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Alabama,Other,Elberta,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Elberta, Alabama",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Alabama,Other,Flomaton,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Flomaton, Alabama",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Alabama,Other,Montgomery,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Montgomery, Alabama",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Alaska,Other,Anchorage,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Anchorage, Alaska",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Arizona,Other,Phoenix,Not Lead Purchase,9/19/2017,3,3,0,0,0,0,#VALUE!,#VALUE!,"Phoenix, Arizona",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Arizona,Other,Scottsdale,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Scottsdale, Arizona",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Arizona,Other,Surprise,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Surprise, Arizona",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Arizona,Other,Tucson,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Tucson, Arizona",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Arkansas,Other,Bryant,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Bryant, Arkansas",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Arkansas,Other,Greenbrier,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Greenbrier, Arkansas",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Arkansas,Other,Hot Springs National Park,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Hot Springs National Park, Arkansas",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Arkansas,Other,Huntington,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Huntington, Arkansas",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Arkansas,Other,Nashville,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Nashville, Arkansas",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Arkansas,Other,North Little Rock,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"North Little Rock, Arkansas",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Anaheim,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Anaheim, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Chico,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Chico, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Chula Vista,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Chula Vista, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Clovis,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Clovis, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Corona,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Corona, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,El Cerrito,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"El Cerrito, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Hayward,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Hayward, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Huntington Beach,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Huntington Beach, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Lake Elsinore,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Lake Elsinore, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Lakeside,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Lakeside, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Los Angeles,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Los Angeles, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Los Angeles,Not Lead Purchase,9/26/2017,2,2,0,0,0,0,#VALUE!,#VALUE!,"Los Angeles, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Los Banos,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Los Banos, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Modesto,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Modesto, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Norwalk,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Norwalk, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Orange,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Orange, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Reseda,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Reseda, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Riverside,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Riverside, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Riverside,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Riverside, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,San Pedro,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"San Pedro, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Santa Clarita,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Santa Clarita, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Seal Beach,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Seal Beach, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Taft,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Taft, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Trona,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Trona, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Victorville,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Victorville, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,California,Other,Winnetka,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Winnetka, California",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Colorado,Other,Arvada,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Arvada, Colorado",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Colorado,Other,Aurora,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Aurora, Colorado",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Colorado,Other,Commerce City,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Commerce City, Colorado",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Colorado,Other,Denver,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Denver, Colorado",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Colorado,Other,Denver,Not Lead Purchase,9/26/2017,4,4,0,0,0,0,#VALUE!,#VALUE!,"Denver, Colorado",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Colorado,Other,Durango,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Durango, Colorado",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Colorado,Other,Longmont,Not Lead Purchase,9/19/2017,2,2,0,0,0,0,#VALUE!,#VALUE!,"Longmont, Colorado",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,CT,"Middlesex County, CT",Chester,Not Lead Purchase,9/26/2017,2,2,0,0,0,0,Middlesex ,"Middlesex , CT","Chester, CT",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,CT,Other,Dayville,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Dayville, CT",EventCity
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Delaware,Other,Millsboro,Not Lead Purchase,9/26/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Millsboro, Delaware",NoEvent
Other,First-Year Student,CARN,Not Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,Delaware,Other,Newark,Not Lead Purchase,9/19/2017,1,1,0,0,0,0,#VALUE!,#VALUE!,"Newark, Delaware",NoEvent
