Geo Targeted Areas,Student Type,Initial Referral Source,Stealth,Month of Created Date,Created Date (group),Month of Initial Source Date,Initial Source Date (group),Primary State/Province,"Primary City, Primary County, Primary State/Province (group)",City,Purchased Lead Names,Created Date,Lead,Inquiry,Applied,Admitted,Confirmed,Enrolled,County,CountySt,CitySt,EventCity
Geo Targets,First-Year Student,ACTT,Not Stealth,Jun-17,8/15/2016-8/14/2017,Sep-17,8/15/2017-8/14/2018,NH,"Rockingham County, NH",Stratham,Lead Names,6/6/2017,1,1,0,0,0,0,Rockingham ,"Rockingham , NH","Stratham, NH",NoEvent
Geo Targets,First-Year Student,ACTT,Not Stealth,Jun-17,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,NH,"Rockingham County, NH",Exeter,Lead Names,6/6/2017,1,1,1,1,0,0,Rockingham ,"Rockingham , NH","Exeter, NH",EventCity
Geo Targets,First-Year Student,ACTT,Not Stealth,Nov-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,NH,"Rockingham County, NH",Windham,Not Lead Purchase,11/15/2017,1,1,1,1,0,0,Rockingham ,"Rockingham , NH","Windham, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Sep-14,Before 8/15/2016,Nov-17,8/15/2017-8/14/2018,NH,"Rockingham County, NH",Hampton,Not Lead Purchase,9/7/2014,3,3,3,3,0,0,Rockingham ,"Rockingham , NH","Hampton, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-14,Before 8/15/2016,Nov-18,8/15/2018-present,CT,"Fairfield County, CT",Stamford,Not Lead Purchase,10/20/2014,1,1,1,0,0,0,Fairfield ,"Fairfield , CT","Stamford, CT",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Jun-15,Before 8/15/2016,Sep-18,8/15/2018-present,CT,New London County CT,Gales Ferry,Not Lead Purchase,6/4/2015,1,1,1,0,0,0,New London,"New London, CT","Gales Ferry, CT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Dec-16,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,MA,"Essex County, MA",Methuen,Lead Names,12/12/2016,1,1,1,1,0,0,Essex ,"Essex , MA","Methuen, MA",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Dec-16,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,NH,"Hillsborough County, NH",Nashua,Lead Names,12/12/2016,2,2,2,2,0,0,Hillsborough ,"Hillsborough , NH","Nashua, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Dec-16,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,NH,"Merrimack County, NH",Chichester,Lead Names,12/12/2016,3,3,3,3,0,0,Merrimack ,"Merrimack , NH","Chichester, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Dec-16,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,NH,"Strafford County, NH",Dover,Lead Names,12/12/2016,2,2,2,2,0,0,Strafford ,"Strafford , NH","Dover, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Dec-16,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,MA,"Essex County, MA",Andover,Lead Names,12/12/2016,3,3,3,3,0,0,Essex ,"Essex , MA","Andover, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Dec-16,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,NH,"Merrimack County, NH",Franklin,Lead Names,12/12/2016,6,6,6,6,0,0,Merrimack ,"Merrimack , NH","Franklin, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,NH,"Hillsborough County, NH",Amherst,Lead Names,2/14/2017,4,4,4,4,0,0,Hillsborough ,"Hillsborough , NH","Amherst, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-17,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,MA,"Essex County, MA",Lynn,Lead Names,2/14/2017,2,2,2,0,0,0,Essex ,"Essex , MA","Lynn, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-17,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,NH,"Hillsborough County, NH",Manchester,Lead Names,2/14/2017,1,1,1,1,0,0,Hillsborough ,"Hillsborough , NH","Manchester, NH",EventCity
Geo Targets,First-Year Student,APPL,Stealth,May-17,8/15/2016-8/14/2017,Nov-18,8/15/2018-present,NH,"Strafford County, NH",Dover,Not Lead Purchase,5/9/2017,5,5,5,0,0,0,Strafford ,"Strafford , NH","Dover, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Jun-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,MA,"Essex County, MA",Lynnfield,Lead Names,6/6/2017,1,1,1,1,0,0,Essex ,"Essex , MA","Lynnfield, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Jun-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Littleton,Lead Names,6/6/2017,2,2,2,2,0,0,Middlesex ,"Middlesex , MA","Littleton, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Jun-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",North Billerica,Lead Names,6/6/2017,1,1,1,1,0,0,Middlesex ,"Middlesex , MA","North Billerica, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Jun-17,8/15/2016-8/14/2017,Oct-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Wakefield,Lead Names,6/6/2017,2,2,2,2,0,0,Middlesex ,"Middlesex , MA","Wakefield, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Jun-17,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,MA,"Essex County, MA",Methuen,Lead Names,6/6/2017,1,1,1,0,0,0,Essex ,"Essex , MA","Methuen, MA",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Jun-17,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Everett,Lead Names,6/6/2017,1,1,1,0,0,0,Middlesex ,"Middlesex , MA","Everett, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Jun-17,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Somerville,Lead Names,6/6/2017,1,1,1,1,0,0,Middlesex ,"Middlesex , MA","Somerville, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Jun-17,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,NH,"Hillsborough County, NH",Bedford,Lead Names,6/6/2017,2,2,2,2,0,0,Hillsborough ,"Hillsborough , NH","Bedford, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Jun-17,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,NH,"Rockingham County, NH",Newfields,Lead Names,6/6/2017,1,1,1,1,0,0,Rockingham ,"Rockingham , NH","Newfields, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Jun-17,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,NH,"Rockingham County, NH",Salem,Lead Names,6/6/2017,2,2,2,2,0,0,Rockingham ,"Rockingham , NH","Salem, NH",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Jun-17,8/15/2016-8/14/2017,Nov-17,8/15/2017-8/14/2018,NH,"Strafford County, NH",Dover,Lead Names,6/6/2017,1,1,1,1,0,0,Strafford ,"Strafford , NH","Dover, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Sep-17,8/15/2017-8/14/2018,Sep-17,8/15/2017-8/14/2018,MA,"Barnstable County, MA",Osterville,Not Lead Purchase,9/20/2017,1,1,1,1,0,0,Barnstable ,"Barnstable , MA","Osterville, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,CT,"Fairfield County, CT",Bridgeport,Not Lead Purchase,10/4/2017,2,2,2,0,0,0,Fairfield ,"Fairfield , CT","Bridgeport, CT",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,CT,"Hartford County, CT",Enfield,Not Lead Purchase,10/17/2017,1,1,1,1,0,0,Hartford ,"Hartford , CT","Enfield, CT",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,CT,"Litchfield County, CT",New Milford,Not Lead Purchase,10/11/2017,4,4,4,4,4,0,Litchfield ,"Litchfield , CT","New Milford, CT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,MA,"Bristol County, MA",South Dartmouth,Not Lead Purchase,10/19/2017,2,2,2,2,0,0,Bristol ,"Bristol , MA","South Dartmouth, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,MA,"Hampden County, MA",Brimfield,Not Lead Purchase,10/31/2017,1,1,1,0,0,0,Hampden ,"Hampden , MA","Brimfield, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,MA,"Norfolk County, MA",Quincy,Not Lead Purchase,10/28/2017,1,1,1,1,0,0,Norfolk ,"Norfolk , MA","Quincy, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,NH,"Merrimack County, NH",Concord,Not Lead Purchase,10/25/2017,1,1,1,1,0,0,Merrimack ,"Merrimack , NH","Concord, NH",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Oct-17,8/15/2017-8/14/2018,Oct-18,8/15/2018-present,NH,"Hillsborough County, NH",Manchester,Lead Names,10/12/2017,4,4,4,0,0,0,Hillsborough ,"Hillsborough , NH","Manchester, NH",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Oct-17,8/15/2017-8/14/2018,Oct-18,8/15/2018-present,NH,"Rockingham County, NH",Atkinson,Lead Names,10/12/2017,1,1,1,0,0,0,Rockingham ,"Rockingham , NH","Atkinson, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-17,8/15/2017-8/14/2018,Oct-18,8/15/2018-present,NH,"Rockingham County, NH",Fremont,Lead Names,10/12/2017,2,2,2,0,0,0,Rockingham ,"Rockingham , NH","Fremont, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-17,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,MA,"Middlesex County, MA",Malden,Lead Names,10/12/2017,1,1,1,0,0,0,Middlesex ,"Middlesex , MA","Malden, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-17,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,MA,"Middlesex County, MA",Melrose,Lead Names,10/12/2017,2,2,2,0,0,0,Middlesex ,"Middlesex , MA","Melrose, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-17,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,NH,"Hillsborough County, NH",New Boston,Lead Names,10/12/2017,5,5,5,0,0,0,Hillsborough ,"Hillsborough , NH","New Boston, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-17,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,NH,"Rockingham County, NH",Epping,Lead Names,10/12/2017,1,1,1,0,0,0,Rockingham ,"Rockingham , NH","Epping, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-17,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,NH,"Rockingham County, NH",Exeter,Lead Names,10/12/2017,1,1,1,0,0,0,Rockingham ,"Rockingham , NH","Exeter, NH",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Oct-17,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,NH,"Strafford County, NH",Somersworth,Lead Names,10/12/2017,2,2,2,0,0,0,Strafford ,"Strafford , NH","Somersworth, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Oct-17,8/15/2017-8/14/2018,Nov-18,November 30 2018 12:00 AM,NH,"Strafford County, NH",Rochester,Lead Names,10/12/2017,1,1,1,0,0,0,Strafford ,"Strafford , NH","Rochester, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,MA,"Plymouth County, MA",Brockton,Not Lead Purchase,11/2/2017,1,1,1,1,0,0,Plymouth ,"Plymouth , MA","Brockton, MA",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Nov-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,MA,"Worcester County, MA",Rutland,Not Lead Purchase,11/2/2017,3,3,3,3,3,3,Worcester ,"Worcester , MA","Rutland, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-17,8/15/2017-8/14/2018,Oct-17,8/15/2017-8/14/2018,VT,"Orange County, VT",Randolph,Not Lead Purchase,11/2/2017,1,1,1,0,0,0,Orange ,"Orange , VT","Randolph, VT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,CT,"Hartford County, CT",Wethersfield,Not Lead Purchase,11/17/2017,1,1,1,1,0,0,Hartford ,"Hartford , CT","Wethersfield, CT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,CT,New London County CT,Niantic,Not Lead Purchase,11/14/2017,2,2,2,2,0,0,New London,"New London, CT","Niantic, CT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,CT,"Tolland County, CT",Tolland,Not Lead Purchase,11/29/2017,1,1,1,1,0,0,Tolland ,"Tolland , CT","Tolland, CT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,MA,"Barnstable County, MA",Sandwich,Not Lead Purchase,11/21/2017,1,1,1,1,0,0,Barnstable ,"Barnstable , MA","Sandwich, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,MA,"Bristol County, MA",Berkley,Not Lead Purchase,11/15/2017,1,1,1,1,0,0,Bristol ,"Bristol , MA","Berkley, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,MA,"Bristol County, MA",North Attleboro,Not Lead Purchase,11/21/2017,1,1,1,1,0,0,Bristol ,"Bristol , MA","North Attleboro, MA",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Nov-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,MA,"Essex County, MA",Haverhill,Not Lead Purchase,11/21/2017,1,1,1,0,0,0,Essex ,"Essex , MA","Haverhill, MA",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Nov-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Chelmsford,Not Lead Purchase,11/27/2017,1,1,1,1,1,1,Middlesex ,"Middlesex , MA","Chelmsford, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,MA,"Middlesex County, MA",Dunstable,Not Lead Purchase,11/7/2017,2,2,2,2,0,0,Middlesex ,"Middlesex , MA","Dunstable, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,MA,"Norfolk County, MA",Medway,Not Lead Purchase,11/4/2017,2,2,2,2,0,0,Norfolk ,"Norfolk , MA","Medway, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,MA,"Norfolk County, MA",Quincy,Not Lead Purchase,11/6/2017,3,3,3,3,0,0,Norfolk ,"Norfolk , MA","Quincy, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,MA,"Suffolk County, MA",Roxbury,Not Lead Purchase,11/29/2017,1,1,1,0,0,0,Suffolk ,"Suffolk , MA","Roxbury, MA",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Nov-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,MA,"Worcester County, MA",Worcester,Not Lead Purchase,11/3/2017,3,3,3,3,0,0,Worcester ,"Worcester , MA","Worcester, MA",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Nov-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,NH,"Belknap County, NH",Alton,Not Lead Purchase,11/3/2017,2,2,2,2,2,2,Belknap ,"Belknap , NH","Alton, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Nov-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,NH,"Hillsborough County, NH",Weare,Not Lead Purchase,11/16/2017,1,1,1,1,0,0,Hillsborough ,"Hillsborough , NH","Weare, NH",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Nov-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,NH,"Merrimack County, NH",Concord,Not Lead Purchase,11/29/2017,1,1,1,0,0,0,Merrimack ,"Merrimack , NH","Concord, NH",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Nov-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,RI,"Providence County, RI",Riverside,Not Lead Purchase,11/27/2017,1,1,1,0,0,0,Providence ,"Providence , RI","Riverside, RI",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Dec-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,MA,"Hampden County, MA",Westfield,Not Lead Purchase,12/5/2017,1,1,1,1,0,0,Hampden ,"Hampden , MA","Westfield, MA",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Dec-17,8/15/2017-8/14/2018,Nov-17,8/15/2017-8/14/2018,VT,"Orange County, VT",East Thetford,Not Lead Purchase,12/5/2017,1,1,1,1,0,0,Orange ,"Orange , VT","East Thetford, VT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Jan-18,8/15/2017-8/14/2018,Oct-18,8/15/2018-present,MA,"Plymouth County, MA",Rockland,Not Lead Purchase,1/7/2018,4,4,4,4,0,0,Plymouth ,"Plymouth , MA","Rockland, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Oct-18,8/15/2018-present,CT,"New Haven County, CT",Orange,Lead Names,2/22/2018,1,1,1,1,0,0,New Haven ,"New Haven , CT","Orange, CT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Oct-18,8/15/2018-present,CT,"New Haven County, CT",Waterbury,Lead Names,2/26/2018,1,1,1,0,0,0,New Haven ,"New Haven , CT","Waterbury, CT",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Oct-18,8/15/2018-present,MA,"Bristol County, MA",North Easton,Lead Names,2/26/2018,1,1,1,1,0,0,Bristol ,"Bristol , MA","North Easton, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Oct-18,8/15/2018-present,MA,"Essex County, MA",Andover,Lead Names,2/26/2018,1,1,1,1,0,0,Essex ,"Essex , MA","Andover, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Oct-18,8/15/2018-present,MA,"Hampden County, MA",Chicopee,Lead Names,2/26/2018,2,2,2,0,0,0,Hampden ,"Hampden , MA","Chicopee, MA",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Oct-18,8/15/2018-present,MA,"Middlesex County, MA",Pepperell,Lead Names,2/22/2018,3,3,3,3,0,0,Middlesex ,"Middlesex , MA","Pepperell, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Oct-18,8/15/2018-present,MA,"Worcester County, MA",Worcester,Lead Names,2/26/2018,6,6,6,0,0,0,Worcester ,"Worcester , MA","Worcester, MA",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Oct-18,8/15/2018-present,VT,"Caledonia County, VT",Danville,Lead Names,2/22/2018,1,1,1,1,0,0,Caledonia ,"Caledonia , VT","Danville, VT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,CT,"Hartford County, CT",Newington,Lead Names,2/22/2018,2,2,2,0,0,0,Hartford ,"Hartford , CT","Newington, CT",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,CT,"Tolland County, CT",Amston,Lead Names,2/22/2018,1,1,1,0,0,0,Tolland ,"Tolland , CT","Amston, CT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,MA,"Essex County, MA",Beverly,Lead Names,2/26/2018,1,1,1,0,0,0,Essex ,"Essex , MA","Beverly, MA",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,MA,"Essex County, MA",Danvers,Lead Names,2/26/2018,3,3,3,0,0,0,Essex ,"Essex , MA","Danvers, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,MA,"Middlesex County, MA",Auburndale,Lead Names,2/26/2018,1,1,1,0,0,0,Middlesex ,"Middlesex , MA","Auburndale, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,MA,"Middlesex County, MA",Ayer,Lead Names,2/22/2018,4,4,4,0,0,0,Middlesex ,"Middlesex , MA","Ayer, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,MA,"Middlesex County, MA",Pepperell,Lead Names,2/22/2018,1,1,1,0,0,0,Middlesex ,"Middlesex , MA","Pepperell, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,MA,"Middlesex County, MA",Tewksbury,Lead Names,2/22/2018,1,1,1,1,0,0,Middlesex ,"Middlesex , MA","Tewksbury, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,MA,"Middlesex County, MA",Westford,Lead Names,2/22/2018,1,1,1,0,0,0,Middlesex ,"Middlesex , MA","Westford, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,MA,"Suffolk County, MA",Revere,Lead Names,2/26/2018,1,1,1,0,0,0,Suffolk ,"Suffolk , MA","Revere, MA",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,MA,"Suffolk County, MA",Roslindale,Lead Names,2/26/2018,1,1,1,0,0,0,Suffolk ,"Suffolk , MA","Roslindale, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,MA,"Worcester County, MA",Holden,Lead Names,2/26/2018,1,1,1,0,0,0,Worcester ,"Worcester , MA","Holden, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,MA,"Worcester County, MA",Shrewsbury,Lead Names,2/26/2018,1,1,1,0,0,0,Worcester ,"Worcester , MA","Shrewsbury, MA",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,NH,"Belknap County, NH",Center Barnstead,Lead Names,2/26/2018,1,1,1,0,0,0,Belknap ,"Belknap , NH","Center Barnstead, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,NH,"Hillsborough County, NH",Manchester,Lead Names,2/22/2018,1,1,1,0,0,0,Hillsborough ,"Hillsborough , NH","Manchester, NH",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,NH,"Rockingham County, NH",Deerfield,Lead Names,2/22/2018,1,1,1,1,0,0,Rockingham ,"Rockingham , NH","Deerfield, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,NH,"Rockingham County, NH",Portsmouth,Lead Names,2/22/2018,1,1,1,0,0,0,Rockingham ,"Rockingham , NH","Portsmouth, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,NH,"Rockingham County, NH",Windham,Lead Names,2/22/2018,3,3,3,0,0,0,Rockingham ,"Rockingham , NH","Windham, NH",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,RI,"Washington County, RI",Wakefield,Lead Names,2/26/2018,1,1,1,0,0,0,Washington ,"Washington , RI","Wakefield, RI",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,VT,"Chittenden County, VT",Essex Junction,Lead Names,2/22/2018,2,2,2,0,0,0,Chittenden ,"Chittenden , VT","Essex Junction, VT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,VT,"Chittenden County, VT",Milton,Lead Names,2/22/2018,1,1,1,0,0,0,Chittenden ,"Chittenden , VT","Milton, VT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,VT,"Chittenden County, VT",Westford,Lead Names,2/22/2018,2,2,2,0,0,0,Chittenden ,"Chittenden , VT","Westford, VT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,VT,"Lamuoille County, VT",Johnson,Lead Names,2/22/2018,3,3,3,0,0,0,Lamuoille ,"Lamuoille , VT","Johnson, VT",NoEvent
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,8/15/2018-present,VT,"Oreleans County, VT",Newport,Lead Names,2/22/2018,1,1,1,0,0,0,Oreleans ,"Oreleans , VT","Newport, VT",EventCity
Geo Targets,First-Year Student,APPL,Stealth,Feb-18,8/15/2017-8/14/2018,Nov-18,November 30 2018 12:00 AM,CT,"New Haven County, CT",Waterbury,Lead Names,2/22/2018,1,1,1,0,0,0,New Haven ,"New Haven , CT","Waterbury, CT",EventCity
