Year of Date,State,CountySt,County,CityState,City,Targeted,Bounces,Exits,New Users,Number of Records,Pageviews,Session Duration,Sessions,Time On Page,Unique Pageviews,EventCity
2017,Massachusetts,"Worcester, MA",Worcester,"Leominster, Massachusetts",Leominster,Targeted,2,2,1,2,2,0,2,0,2,No Event
2017,Massachusetts,"Worcester, MA",Worcester,"Milford, Massachusetts",Milford,Targeted,37,38,24,31,39,1,38,1,38,No Event
2017,Massachusetts,"Worcester, MA",Worcester,"Northborough, Massachusetts",Northborough,Targeted,1,2,2,2,3,2,2,2,2,EventCity
2017,Massachusetts,"Worcester, MA",Worcester,"Oxford, Massachusetts",Oxford,Targeted,14,14,6,11,14,0,14,0,14,EventCity
2017,Massachusetts,"Worcester, MA",Worcester,"Princeton, Massachusetts",Princeton,Targeted,2,2,2,2,2,0,2,0,2,No Event
2017,Massachusetts,"Worcester, MA",Worcester,"Shrewsbury, Massachusetts",Shrewsbury,Targeted,1,2,1,1,3,16,2,16,2,No Event
2017,Massachusetts,"Worcester, MA",Worcester,"Southborough, Massachusetts",Southborough,Targeted,1,1,1,1,1,0,1,0,1,No Event
2017,Massachusetts,"Worcester, MA",Worcester,"Spencer, Massachusetts",Spencer,Targeted,1,2,2,2,3,9,2,9,2,No Event
2017,Massachusetts,"Worcester, MA",Worcester,"Templeton, Massachusetts",Templeton,Targeted,1,1,1,1,1,0,1,0,1,No Event
2017,Massachusetts,"Worcester, MA",Worcester,"Upton, Massachusetts",Upton,Targeted,2,2,2,2,2,0,2,0,2,No Event
2017,Massachusetts,"Worcester, MA",Worcester,"Uxbridge, Massachusetts",Uxbridge,Targeted,2,2,2,2,2,0,2,0,2,EventCity
2017,Massachusetts,"Worcester, MA",Worcester,"Webster, Massachusetts",Webster,Targeted,8,8,5,8,8,0,8,0,8,EventCity
2017,Massachusetts,"Worcester, MA",Worcester,"Westborough, Massachusetts",Westborough,Targeted,2,2,2,2,2,0,2,0,2,No Event
2017,Massachusetts,"Worcester, MA",Worcester,"Westminster, Massachusetts",Westminster,Targeted,2,2,2,2,2,0,2,0,2,No Event
2017,Massachusetts,"Worcester, MA",Worcester,"Worcester, Massachusetts",Worcester,Targeted,19,21,18,21,27,682,21,681,22,EventCity
2017,New Hampshire,"Belknap, NH",Belknap,"Alton, New Hampshire",Alton,Targeted,1,1,1,1,1,0,1,0,1,No Event
2017,New Hampshire,"Belknap, NH",Belknap,"Gilford, New Hampshire",Gilford,Other,0,1,1,1,2,7,1,7,1,EventCity
2017,New Hampshire,"Belknap, NH",Belknap,"Laconia, New Hampshire",Laconia,Other,4,4,4,4,4,0,4,0,4,EventCity
2017,New Hampshire,"Belknap, NH",Belknap,"Meredith, New Hampshire",Meredith,Other,0,1,1,1,2,135,1,135,2,EventCity
2017,New Hampshire,"Belknap, NH",Belknap,"New Hampton, New Hampshire",New Hampton,Other,2,2,1,2,2,0,2,0,2,EventCity
2017,New Hampshire,"Carroll, NH",Carroll,"Bartlett, New Hampshire",Bartlett,Other,3,3,3,3,3,0,3,0,3,No Event
2017,New Hampshire,"Carroll, NH",Carroll,"Conway, New Hampshire",Conway,Other,29,29,28,27,29,0,29,0,29,No Event
2017,New Hampshire,"Carroll, NH",Carroll,"Freedom, New Hampshire",Freedom,Other,8,9,9,9,16,162,9,161,16,No Event
2017,New Hampshire,"Carroll, NH",Carroll,"Jackson, New Hampshire",Jackson,Other,1,1,1,1,1,0,1,0,1,No Event
2017,New Hampshire,"Carroll, NH",Carroll,"Madison, New Hampshire",Madison,Other,3,4,4,4,12,813,4,813,11,No Event
2017,New Hampshire,"Carroll, NH",Carroll,"Moultonborough, New Hampshire",Moultonborough,Other,13,13,12,13,13,0,13,0,13,No Event
2017,New Hampshire,"Carroll, NH",Carroll,"Tamworth, New Hampshire",Tamworth,Other,1,1,1,1,1,0,1,0,1,No Event
2017,New Hampshire,"Carroll, NH",Carroll,"Wakefield, New Hampshire",Wakefield,Other,2,3,3,3,4,18,3,18,4,No Event
2017,New Hampshire,"Carroll, NH",Carroll,"Wolfeboro, New Hampshire",Wolfeboro,Other,12,13,12,13,14,116,13,116,13,No Event
2017,New Hampshire,"Cheshire, NH",Cheshire,"Keene, New Hampshire",Keene,Other,6,6,6,6,6,0,6,0,6,No Event
2017,New Hampshire,"Cheshire, NH",Cheshire,"Rindge, New Hampshire",Rindge,Other,5,5,3,5,5,0,5,0,5,No Event
2017,New Hampshire,"Coos, NH",Coos,"Berlin, New Hampshire",Berlin,Other,12,17,14,17,26,792,17,793,20,No Event
2017,New Hampshire,"Coos, NH",Coos,"Carroll, New Hampshire",Carroll,Other,4,4,3,3,4,0,4,0,4,No Event
2017,New Hampshire,"Coos, NH",Coos,"Colebrook, New Hampshire",Colebrook,Other,1,1,1,1,1,0,1,0,1,No Event
2017,New Hampshire,"Coos, NH",Coos,"Gorham, New Hampshire",Gorham,Other,1,1,1,1,1,0,1,0,1,No Event
2017,New Hampshire,"Coos, NH",Coos,"Lancaster, New Hampshire",Lancaster,Other,9,9,9,9,9,0,9,0,9,No Event
2017,New Hampshire,"Coos, NH",Coos,"Northumberland, New Hampshire",Northumberland,Other,1,1,1,1,1,0,1,0,1,No Event
2017,New Hampshire,"Coos, NH",Coos,"Pittsburg, New Hampshire",Pittsburg,Other,1,1,1,1,1,0,1,0,1,No Event
2017,New Hampshire,"Coos, NH",Coos,"Whitefield, New Hampshire",Whitefield,Other,2,2,2,2,2,0,2,0,2,No Event
2017,New Hampshire,"Grafton, NH",Grafton,"Bethlehem, New Hampshire",Bethlehem,Other,1,1,1,1,1,0,1,0,1,No Event
