"CityState","Geo.Targeted.Areas","Student.Type","Initial.Referral.Source","Stealth","Month.of.Created.Date","Created.Date..group.","Month.of.Initial.Source.Date","Initial.Source.Date..group.","Primary.State.Province","Primary.City..Primary.County..Primary.State.Province..group.","City","Purchased.Lead.Names","Created.Date","Lead","Inquiry","Applied","Admitted","Confirmed","Enrolled","County","CountySt","EventCity","ZIP","State","lat","lon"
"Pueblo, Colorado","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Colorado","Other","Pueblo","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Pomfret Center, CT","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","CT","Windham County, CT","Pomfret Center","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"Windham ","Windham , CT","NoEvent",6259,"CT",41.876565,-71.98252
", CT","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","CT","Other","","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Claymont, Delaware","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Delaware","Other","Claymont","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Felton, Delaware","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Delaware","Other","Felton","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Seaford, Delaware","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Delaware","Other","Seaford","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Washington, District of Columbia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","District of Columbia","Other","Washington","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
", Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Cape Coral, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Cape Coral","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Clearwater, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Clearwater","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Clearwater, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Clearwater","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Clewiston, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Clewiston","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Deltona, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Deltona","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Elkton, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Elkton","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Fort Lauderdale, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Fort Lauderdale","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Fort Lauderdale, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Fort Lauderdale","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Fort Lauderdale, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Fort Lauderdale","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Fort Meade, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Fort Meade","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"High Springs, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","High Springs","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Immokalee, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Immokalee","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Jacksonville, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Jacksonville","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Miami, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Miami","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Miami, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Miami","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"New Port Richey, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","New Port Richey","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Ocala, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Ocala","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Orange Park, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Orange Park","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Orlando, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Orlando","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Orlando, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Orlando","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Orlando, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Orlando","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Palatka, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Palatka","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Parrish, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Parrish","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Plant City, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Plant City","Not Lead Purchase","10/10/2017",4,4,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Pompano Beach, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Pompano Beach","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Port Saint Lucie, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Port Saint Lucie","Not Lead Purchase","10/10/2017",4,4,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Saint Petersburg, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Saint Petersburg","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Tampa, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Tampa","Not Lead Purchase","10/18/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Tampa, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Tampa","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Valrico, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Valrico","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Wesley Chapel, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Wesley Chapel","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Zephyrhills, Florida","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Florida","Other","Zephyrhills","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
", Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Alpharetta, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Alpharetta","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Atlanta, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Atlanta","Not Lead Purchase","10/3/2017",4,4,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Atlanta, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Atlanta","Not Lead Purchase","10/10/2017",4,4,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Atlanta, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Atlanta","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Barnesville, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Barnesville","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Brooklet, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Brooklet","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Decatur, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Decatur","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Douglasville, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Douglasville","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Duluth, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Duluth","Not Lead Purchase","10/18/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Ellabell, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Ellabell","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Fairburn, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Fairburn","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Gainesville, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Gainesville","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Gainesville, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Gainesville","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Griffin, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Griffin","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Hampton, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Hampton","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Jonesboro, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Jonesboro","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Marietta, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Marietta","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Stockbridge, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Stockbridge","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Summerville, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Summerville","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Union City, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Union City","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Woodstock, Georgia","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Georgia","Other","Woodstock","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Honolulu, Hawaii","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Hawaii","Other","Honolulu","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Honolulu, Hawaii","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Hawaii","Other","Honolulu","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Nampa, Idaho","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Idaho","Other","Nampa","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Ola, Idaho","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Idaho","Other","Ola","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Rathdrum, Idaho","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Idaho","Other","Rathdrum","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
", Illinois","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Illinois","Other","","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Addison, Illinois","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Illinois","Other","Addison","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Aurora, Illinois","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Illinois","Other","Aurora","Not Lead Purchase","10/3/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Berwyn, Illinois","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Illinois","Other","Berwyn","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Blue Island, Illinois","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Illinois","Other","Blue Island","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Cary, Illinois","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Illinois","Other","Cary","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Chicago, Illinois","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Illinois","Other","Chicago","Not Lead Purchase","10/3/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Chicago, Illinois","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Illinois","Other","Chicago","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Chicago, Illinois","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Illinois","Other","Chicago","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Chicago, Illinois","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Illinois","Other","Chicago","Not Lead Purchase","10/26/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Dekalb, Illinois","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Illinois","Other","Dekalb","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Edwardsville, Illinois","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Illinois","Other","Edwardsville","Not Lead Purchase","10/18/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Frankfort, Illinois","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Illinois","Other","Frankfort","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Highland Park, Illinois","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Illinois","Other","Highland Park","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Joliet, Illinois","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Illinois","Other","Joliet","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"McHenry, Illinois","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Illinois","Other","McHenry","Not Lead Purchase","10/26/2017",1,1,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Milan, Illinois","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Illinois","Other","Milan","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
"Orland Park, Illinois","Other","First-Year Student","CARN","Not Stealth","Oct-17","8/15/2017-8/14/2018","Oct-17","8/15/2017-8/14/2018","Illinois","Other","Orland Park","Not Lead Purchase","10/10/2017",2,2,0,0,0,0,"#VALUE!","#VALUE!","NoEvent",NA,NA,NA,NA
